dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,2,slmcuve,0.5,0.33,0.4,0
indian_pines,2,slmcuve,0.52,0.34,0.42,1
indian_pines,2,slmcuve,0.5,0.33,0.4,2
indian_pines,2,slmcuve,0.51,0.32,0.41,3
indian_pines,2,slmcuve,0.51,0.32,0.41,4
indian_pines,2,slmcuve,0.51,0.33,0.42,5
indian_pines,2,slmcuve,0.51,0.31,0.4,6
indian_pines,2,slmcuve,0.51,0.32,0.41,7
indian_pines,2,slmcuve,0.51,0.31,0.41,8
indian_pines,2,slmcuve,0.51,0.31,0.4,9
indian_pines,2,slmcuve,0.52,0.34,0.43,10
indian_pines,2,slmcuve,0.51,0.31,0.4,11
indian_pines,2,slmcuve,0.51,0.33,0.41,12
indian_pines,2,slmcuve,0.51,0.32,0.4,13
indian_pines,2,slmcuve,0.51,0.33,0.41,14
indian_pines,2,slmcuve,0.51,0.32,0.41,15
indian_pines,2,slmcuve,0.51,0.31,0.41,16
indian_pines,2,slmcuve,0.52,0.32,0.42,17
indian_pines,2,slmcuve,0.51,0.3,0.4,18
indian_pines,2,slmcuve,0.52,0.32,0.42,19
indian_pines,3,slmcuve,0.5,0.35,0.41,0
indian_pines,3,slmcuve,0.5,0.35,0.41,1
indian_pines,3,slmcuve,0.51,0.34,0.41,2
indian_pines,3,slmcuve,0.51,0.34,0.41,3
indian_pines,3,slmcuve,0.51,0.34,0.41,4
indian_pines,3,slmcuve,0.51,0.32,0.41,5
indian_pines,3,slmcuve,0.5,0.32,0.4,6
indian_pines,3,slmcuve,0.51,0.35,0.41,7
indian_pines,3,slmcuve,0.52,0.32,0.41,8
indian_pines,3,slmcuve,0.51,0.33,0.42,9
indian_pines,3,slmcuve,0.52,0.36,0.43,10
indian_pines,3,slmcuve,0.52,0.33,0.42,11
indian_pines,3,slmcuve,0.52,0.35,0.42,12
indian_pines,3,slmcuve,0.51,0.36,0.41,13
indian_pines,3,slmcuve,0.52,0.35,0.43,14
indian_pines,3,slmcuve,0.52,0.35,0.42,15
indian_pines,3,slmcuve,0.51,0.32,0.41,16
indian_pines,3,slmcuve,0.52,0.33,0.42,17
indian_pines,3,slmcuve,0.5,0.33,0.41,18
indian_pines,3,slmcuve,0.52,0.35,0.43,19
indian_pines,4,slmcuve,0.5,0.36,0.41,0
indian_pines,4,slmcuve,0.52,0.34,0.43,1
indian_pines,4,slmcuve,0.5,0.32,0.4,2
indian_pines,4,slmcuve,0.51,0.32,0.41,3
indian_pines,4,slmcuve,0.5,0.34,0.4,4
indian_pines,4,slmcuve,0.51,0.34,0.41,5
indian_pines,4,slmcuve,0.5,0.32,0.4,6
indian_pines,4,slmcuve,0.51,0.33,0.42,7
indian_pines,4,slmcuve,0.52,0.36,0.43,8
indian_pines,4,slmcuve,0.51,0.33,0.42,9
indian_pines,4,slmcuve,0.53,0.35,0.43,10
indian_pines,4,slmcuve,0.51,0.34,0.41,11
indian_pines,4,slmcuve,0.5,0.34,0.41,12
indian_pines,4,slmcuve,0.51,0.35,0.41,13
indian_pines,4,slmcuve,0.51,0.36,0.43,14
indian_pines,4,slmcuve,0.51,0.35,0.42,15
indian_pines,4,slmcuve,0.51,0.34,0.41,16
indian_pines,4,slmcuve,0.52,0.33,0.42,17
indian_pines,4,slmcuve,0.51,0.32,0.41,18
indian_pines,4,slmcuve,0.51,0.34,0.42,19
indian_pines,5,slmcuve,0.5,0.37,0.41,0
indian_pines,5,slmcuve,0.51,0.36,0.42,1
indian_pines,5,slmcuve,0.51,0.36,0.41,2
indian_pines,5,slmcuve,0.53,0.38,0.44,3
indian_pines,5,slmcuve,0.51,0.36,0.42,4
indian_pines,5,slmcuve,0.51,0.34,0.42,5
indian_pines,5,slmcuve,0.51,0.34,0.41,6
indian_pines,5,slmcuve,0.53,0.38,0.44,7
indian_pines,5,slmcuve,0.53,0.34,0.43,8
indian_pines,5,slmcuve,0.52,0.36,0.43,9
indian_pines,5,slmcuve,0.53,0.38,0.44,10
indian_pines,5,slmcuve,0.52,0.35,0.42,11
indian_pines,5,slmcuve,0.51,0.36,0.42,12
indian_pines,5,slmcuve,0.51,0.37,0.41,13
indian_pines,5,slmcuve,0.52,0.37,0.43,14
indian_pines,5,slmcuve,0.52,0.37,0.43,15
indian_pines,5,slmcuve,0.51,0.35,0.41,16
indian_pines,5,slmcuve,0.51,0.35,0.42,17
indian_pines,5,slmcuve,0.51,0.33,0.42,18
indian_pines,5,slmcuve,0.52,0.37,0.43,19
indian_pines,6,slmcuve,0.53,0.42,0.46,0
indian_pines,6,slmcuve,0.53,0.45,0.45,1
indian_pines,6,slmcuve,0.54,0.46,0.46,2
indian_pines,6,slmcuve,0.55,0.47,0.47,3
indian_pines,6,slmcuve,0.54,0.45,0.46,4
indian_pines,6,slmcuve,0.54,0.45,0.46,5
indian_pines,6,slmcuve,0.53,0.45,0.45,6
indian_pines,6,slmcuve,0.54,0.47,0.46,7
indian_pines,6,slmcuve,0.55,0.44,0.47,8
indian_pines,6,slmcuve,0.55,0.45,0.48,9
indian_pines,6,slmcuve,0.56,0.47,0.49,10
indian_pines,6,slmcuve,0.53,0.46,0.45,11
indian_pines,6,slmcuve,0.55,0.44,0.47,12
indian_pines,6,slmcuve,0.54,0.48,0.45,13
indian_pines,6,slmcuve,0.54,0.45,0.46,14
indian_pines,6,slmcuve,0.54,0.47,0.47,15
indian_pines,6,slmcuve,0.54,0.46,0.47,16
indian_pines,6,slmcuve,0.52,0.47,0.45,17
indian_pines,6,slmcuve,0.55,0.44,0.47,18
indian_pines,6,slmcuve,0.55,0.44,0.47,19
indian_pines,7,slmcuve,0.54,0.43,0.46,0
indian_pines,7,slmcuve,0.54,0.46,0.46,1
indian_pines,7,slmcuve,0.54,0.47,0.46,2
indian_pines,7,slmcuve,0.53,0.43,0.46,3
indian_pines,7,slmcuve,0.53,0.45,0.45,4
indian_pines,7,slmcuve,0.53,0.46,0.45,5
indian_pines,7,slmcuve,0.53,0.46,0.45,6
indian_pines,7,slmcuve,0.53,0.47,0.45,7
indian_pines,7,slmcuve,0.54,0.43,0.46,8
indian_pines,7,slmcuve,0.54,0.45,0.47,9
indian_pines,7,slmcuve,0.55,0.46,0.48,10
indian_pines,7,slmcuve,0.53,0.47,0.45,11
